SampleID	Index	OlinkID	UniProt	Assay	MissingFreq	Panel	Panel_Version	PlateID	QC_Warning	LOD	NPX	Normalization
Sample_00055	155	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.08	Intensity Normalized (v.2)
Sample_00056	156	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.78	Intensity Normalized (v.2)
Sample_00057	157	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.37	Intensity Normalized (v.2)
Sample_00058	158	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.79	Intensity Normalized (v.2)
Sample_00059	159	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.82	Intensity Normalized (v.2)
Sample_00060	160	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.33	Intensity Normalized (v.2)
Sample_00061	161	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.39	Intensity Normalized (v.2)
Sample_00062	162	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.32	Intensity Normalized (v.2)
Sample_00063	163	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.01	Intensity Normalized (v.2)
Sample_00064	164	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.34	Intensity Normalized (v.2)
Sample_00065	165	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.98	Intensity Normalized (v.2)
Sample_00066	166	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.88	Intensity Normalized (v.2)
Sample_00067	167	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.09	Intensity Normalized (v.2)
Sample_00068	168	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.61	Intensity Normalized (v.2)
Sample_00069	169	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.56	Intensity Normalized (v.2)
Sample_00070	170	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.67	Intensity Normalized (v.2)
Sample_00071	171	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.03	Intensity Normalized (v.2)
Sample_00072	172	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.96	Intensity Normalized (v.2)
Sample_00073	173	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.81	Intensity Normalized (v.2)
Sample_00074	174	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.27	Intensity Normalized (v.2)
Sample_00075	175	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.45	Intensity Normalized (v.2)
Sample_00076	176	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.5	Intensity Normalized (v.2)
Sample_00077	177	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.24	Intensity Normalized (v.2)
Sample_00078	178	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.42	Intensity Normalized (v.2)
Sample_00079	179	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.64	Intensity Normalized (v.2)
Sample_00080	180	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.75	Intensity Normalized (v.2)
Sample_00081	181	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.31	Intensity Normalized (v.2)
Sample_00082	182	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.28	Intensity Normalized (v.2)
Sample_00083	183	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.47	Intensity Normalized (v.2)
Sample_00084	184	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.7	Intensity Normalized (v.2)
Sample_00085	185	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.12	Intensity Normalized (v.2)
Sample_00086	186	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.45	Intensity Normalized (v.2)
Sample_00087	187	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.23	Intensity Normalized (v.2)
Sample_00088	188	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.91	Intensity Normalized (v.2)
Sample_00089	189	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.54	Intensity Normalized (v.2)
Sample_00090	190	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.5	Intensity Normalized (v.2)
CONTROL_0001	191	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.52	Intensity Normalized (v.2)
CONTROL_0002	192	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.17	Intensity Normalized (v.2)
CONTROL_0003	193	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.22	Intensity Normalized (v.2)
CONTROL_0004	194	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.7	Intensity Normalized (v.2)
CONTROL_0005	195	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.88	Intensity Normalized (v.2)
Empty well_01	196	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.41	Intensity Normalized (v.2)
Empty well_02	197	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.44	Intensity Normalized (v.2)
Empty well_03	198	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.98	Intensity Normalized (v.2)
Empty well_04	199	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.39	Intensity Normalized (v.2)
Empty well_05	200	OID00002	P69237	Protein_2	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.97	Intensity Normalized (v.2)
Sample_00001	201	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.01	Intensity Normalized (v.2)
Sample_00002	202	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.9	Intensity Normalized (v.2)
Sample_00003	203	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.12	Intensity Normalized (v.2)
Sample_00004	204	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.66	Intensity Normalized (v.2)
Sample_00005	205	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.45	Intensity Normalized (v.2)
Sample_00006	206	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.61	Intensity Normalized (v.2)
Sample_00007	207	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.58	Intensity Normalized (v.2)
Sample_00008	208	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.73	Intensity Normalized (v.2)
Sample_00009	209	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.83	Intensity Normalized (v.2)
Sample_00010	210	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.49	Intensity Normalized (v.2)
Sample_00011	211	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.53	Intensity Normalized (v.2)
Sample_00012	212	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.91	Intensity Normalized (v.2)
Sample_00013	213	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.03	Intensity Normalized (v.2)
Sample_00014	214	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.01	Intensity Normalized (v.2)
Sample_00015	215	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.1	Intensity Normalized (v.2)
Sample_00016	216	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.75	Intensity Normalized (v.2)
Sample_00017	217	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.82	Intensity Normalized (v.2)
Sample_00018	218	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.23	Intensity Normalized (v.2)
Sample_00019	219	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.13	Intensity Normalized (v.2)
Sample_00020	220	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.93	Intensity Normalized (v.2)
Sample_00021	221	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.71	Intensity Normalized (v.2)
Sample_00022	222	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.8	Intensity Normalized (v.2)
Sample_00023	223	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.23	Intensity Normalized (v.2)
Sample_00024	224	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.74	Intensity Normalized (v.2)
Sample_00025	225	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.31	Intensity Normalized (v.2)
Sample_00026	226	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.36	Intensity Normalized (v.2)
Sample_00027	227	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.44	Intensity Normalized (v.2)
Sample_00028	228	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.36	Intensity Normalized (v.2)
Sample_00029	229	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.07	Intensity Normalized (v.2)
Sample_00030	230	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.85	Intensity Normalized (v.2)
Sample_00031	231	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.07	Intensity Normalized (v.2)
Sample_00032	232	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.23	Intensity Normalized (v.2)
Sample_00033	233	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.89	Intensity Normalized (v.2)
Sample_00034	234	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.67	Intensity Normalized (v.2)
Sample_00035	235	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.14	Intensity Normalized (v.2)
Sample_00036	236	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.09	Intensity Normalized (v.2)
Sample_00037	237	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.28	Intensity Normalized (v.2)
Sample_00038	238	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.45	Intensity Normalized (v.2)
Sample_00039	239	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.87	Intensity Normalized (v.2)
Sample_00040	240	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.34	Intensity Normalized (v.2)
Sample_00041	241	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.46	Intensity Normalized (v.2)
Sample_00042	242	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.23	Intensity Normalized (v.2)
Sample_00043	243	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.58	Intensity Normalized (v.2)
Sample_00044	244	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.57	Intensity Normalized (v.2)
Sample_00045	245	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.92	Intensity Normalized (v.2)
Sample_00046	246	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.5	Intensity Normalized (v.2)
Sample_00047	247	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.79	Intensity Normalized (v.2)
Sample_00048	248	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.27	Intensity Normalized (v.2)
Sample_00049	249	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.63	Intensity Normalized (v.2)
Sample_00050	250	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.86	Intensity Normalized (v.2)
Sample_00051	251	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.8	Intensity Normalized (v.2)
Sample_00052	252	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.07	Intensity Normalized (v.2)
Sample_00053	253	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.96	Intensity Normalized (v.2)
Sample_00054	254	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.4	Intensity Normalized (v.2)
Sample_00055	255	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.02	Intensity Normalized (v.2)
Sample_00056	256	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.9	Intensity Normalized (v.2)
Sample_00057	257	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.86	Intensity Normalized (v.2)
Sample_00058	258	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.26	Intensity Normalized (v.2)
Sample_00059	259	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.75	Intensity Normalized (v.2)
Sample_00060	260	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.26	Intensity Normalized (v.2)
Sample_00061	261	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.2	Intensity Normalized (v.2)
Sample_00062	262	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.36	Intensity Normalized (v.2)
Sample_00063	263	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.82	Intensity Normalized (v.2)
Sample_00064	264	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.34	Intensity Normalized (v.2)
Sample_00065	265	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.94	Intensity Normalized (v.2)
Sample_00066	266	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.44	Intensity Normalized (v.2)
Sample_00067	267	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.57	Intensity Normalized (v.2)
Sample_00068	268	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.32	Intensity Normalized (v.2)
Sample_00069	269	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.52	Intensity Normalized (v.2)
Sample_00070	270	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.5	Intensity Normalized (v.2)
Sample_00071	271	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.66	Intensity Normalized (v.2)
Sample_00072	272	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.23	Intensity Normalized (v.2)
Sample_00073	273	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.06	Intensity Normalized (v.2)
Sample_00074	274	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.01	Intensity Normalized (v.2)
Sample_00075	275	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.94	Intensity Normalized (v.2)
Sample_00076	276	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.87	Intensity Normalized (v.2)
Sample_00077	277	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.76	Intensity Normalized (v.2)
Sample_00078	278	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.31	Intensity Normalized (v.2)
Sample_00079	279	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.55	Intensity Normalized (v.2)
Sample_00080	280	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.56	Intensity Normalized (v.2)
Sample_00081	281	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.85	Intensity Normalized (v.2)
Sample_00082	282	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.34	Intensity Normalized (v.2)
Sample_00083	283	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.62	Intensity Normalized (v.2)
Sample_00084	284	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.6	Intensity Normalized (v.2)
Sample_00085	285	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.58	Intensity Normalized (v.2)
Sample_00086	286	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.49	Intensity Normalized (v.2)
Sample_00087	287	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.23	Intensity Normalized (v.2)
Sample_00088	288	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.3	Intensity Normalized (v.2)
Sample_00089	289	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.67	Intensity Normalized (v.2)
Sample_00090	290	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.09	Intensity Normalized (v.2)
CONTROL_0001	291	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.2	Intensity Normalized (v.2)
CONTROL_0002	292	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.13	Intensity Normalized (v.2)
CONTROL_0003	293	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.82	Intensity Normalized (v.2)
CONTROL_0004	294	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.77	Intensity Normalized (v.2)
CONTROL_0005	295	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.44	Intensity Normalized (v.2)
Empty well_01	296	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.62	Intensity Normalized (v.2)
Empty well_02	297	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.55	Intensity Normalized (v.2)
Empty well_03	298	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5	Intensity Normalized (v.2)
Empty well_04	299	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.69	Intensity Normalized (v.2)
Empty well_05	300	OID00003	P79933	Protein_3	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.78	Intensity Normalized (v.2)
Sample_00001	301	OID00004	P90793	Protein_4	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.27	Intensity Normalized (v.2)
Sample_00002	302	OID00004	P90793	Protein_4	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.88	Intensity Normalized (v.2)
